SiteID,Date,Time,Date.Time,Water.Temp.C,Air.Temp.C,Water.BP.psi,Air.BP.psi,Water.Level.ft,Discrete.Water.Temp.C,Discrete.Air.Temp.C,Discrete.Water.Level.ft,Flag.Date.Time,Flag.Water.Temp.C,Flag.Air.Temp.C,Flag.Water.BP.psi,Flag.Air.BP.psi,Flag.Water.Level.ft,Flag.Discrete.Water.Temp.C,Flag.Discrete.Air.Temp.C,Flag.Discrete.Water.Level.ft,Month,Day,Year,Flag.Gross.Water.Temp.C,Flag.Spike.Water.Temp.C,Flag.RoC.Water.Temp.C,Flag.Flat.Water.Temp.C,Flag.Gross.Air.Temp.C,Flag.Spike.Air.Temp.C,Flag.RoC.Air.Temp.C,Flag.Flat.Air.Temp.C,Flag.Gross.Water.BP.psi,Flag.Spike.Water.BP.psi,Flag.RoC.Water.BP.psi,Flag.Flat.Water.BP.psi,Flag.Gross.Air.BP.psi,Flag.Spike.Air.BP.psi,Flag.RoC.Air.BP.psi,Flag.Flat.Air.BP.psi,Flag.Gross.Water.Level.ft,Flag.Spike.Water.Level.ft,Flag.RoC.Water.Level.ft,Flag.Flat.Water.Level.ft,Comment.MOD.Date.Time,RAW.Date.Time,Comment.MOD.Water.Temp.C,RAW.Water.Temp.C,Comment.MOD.Air.Temp.C,RAW.Air.Temp.C,Comment.MOD.Water.BP.psi,RAW.Water.BP.psi,Comment.MOD.Air.BP.psi,RAW.Air.BP.psi,Comment.MOD.Water.Level.ft,RAW.Water.Level.ft,Comment.MOD.Discrete.Water.Temp.C,RAW.Discrete.Water.Temp.C,Comment.MOD.Discrete.Air.Temp.C,RAW.Discrete.Air.Temp.C,Comment.MOD.Discrete.Water.Level.ft,RAW.Discrete.Water.Level.ft
ECO66G12,2013-04-26,10:30:00,2013-04-26 10:30:00,10.063,15.282,14.8024,14.3638,0.985,10.055,15.24,0.98,,P,P,P,P,P,,,,4,26,2013,P,X,X,P,P,X,X,P,P,X,X,P,P,X,X,P,P,X,X,P,,2013-04-26 10:30:00,,10.063,,15.282,,14.8024,,14.3638,,0.985,,10.055,,15.24,,0.98
ECO66G12,2013-04-26,11:00:00,2013-04-26 11:00:00,10.357,14.134,14.7461,14.3644,0.854,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 11:00:00,,10.357,,14.134,,14.7461,,14.3644,,0.854,,NA,,NA,,NA
ECO66G12,2013-04-26,11:30:00,2013-04-26 11:30:00,10.748,14.23,14.7428,14.3603,0.855,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 11:30:00,,10.748,,14.23,,14.7428,,14.3603,,0.855,,NA,,NA,,NA
ECO66G12,2013-04-26,12:00:00,2013-04-26 12:00:00,11.139,15.473,14.7441,14.3627,0.853,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 12:00:00,,11.139,,15.473,,14.7441,,14.3627,,0.853,,NA,,NA,,NA
ECO66G12,2013-04-26,12:30:00,2013-04-26 12:30:00,11.528,17.284,14.7431,14.3612,0.854,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 12:30:00,,11.528,,17.284,,14.7431,,14.3612,,0.854,,NA,,NA,,NA
ECO66G12,2013-04-26,13:00:00,2013-04-26 13:00:00,11.916,18.806,14.7421,14.3628,0.848,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 13:00:00,,11.916,,18.806,,14.7421,,14.3628,,0.848,,NA,,NA,,NA
ECO66G12,2013-04-26,13:30:00,2013-04-26 13:30:00,12.207,19.662,14.7453,14.3629,0.855,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 13:30:00,,12.207,,19.662,,14.7453,,14.3629,,0.855,,NA,,NA,,NA
ECO66G12,2013-04-26,14:00:00,2013-04-26 14:00:00,12.594,20.424,14.7351,14.3537,0.853,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 14:00:00,,12.594,,20.424,,14.7351,,14.3537,,0.853,,NA,,NA,,NA
ECO66G12,2013-04-26,14:30:00,2013-04-26 14:30:00,12.883,20.71,14.7315,14.3484,0.857,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 14:30:00,,12.883,,20.71,,14.7315,,14.3484,,0.857,,NA,,NA,,NA
ECO66G12,2013-04-26,15:00:00,2013-04-26 15:00:00,13.173,20.901,14.7234,14.3426,0.852,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 15:00:00,,13.173,,20.901,,14.7234,,14.3426,,0.852,,NA,,NA,,NA
ECO66G12,2013-04-26,15:30:00,2013-04-26 15:30:00,13.365,20.805,14.7171,14.3331,0.859,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 15:30:00,,13.365,,20.805,,14.7171,,14.3331,,0.859,,NA,,NA,,NA
ECO66G12,2013-04-26,16:00:00,2013-04-26 16:00:00,13.558,21.091,14.7109,14.3302,0.852,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 16:00:00,,13.558,,21.091,,14.7109,,14.3302,,0.852,,NA,,NA,,NA
ECO66G12,2013-04-26,16:30:00,2013-04-26 16:30:00,13.654,21.569,14.702,14.3215,0.851,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 16:30:00,,13.654,,21.569,,14.702,,14.3215,,0.851,,NA,,NA,,NA
ECO66G12,2013-04-26,17:00:00,2013-04-26 17:00:00,13.75,21.282,14.6978,14.3152,0.856,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 17:00:00,,13.75,,21.282,,14.6978,,14.3152,,0.856,,NA,,NA,,NA
ECO66G12,2013-04-26,17:30:00,2013-04-26 17:30:00,13.846,21.473,14.6913,14.3164,0.838,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 17:30:00,,13.846,,21.473,,14.6913,,14.3164,,0.838,,NA,,NA,,NA
ECO66G12,2013-04-26,18:00:00,2013-04-26 18:00:00,13.846,20.805,14.7051,14.3239,0.853,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 18:00:00,,13.846,,20.805,,14.7051,,14.3239,,0.853,,NA,,NA,,NA
ECO66G12,2013-04-26,18:30:00,2013-04-26 18:30:00,13.846,19.758,14.7119,14.3294,0.856,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 18:30:00,,13.846,,19.758,,14.7119,,14.3294,,0.856,,NA,,NA,,NA
ECO66G12,2013-04-26,19:00:00,2013-04-26 19:00:00,13.75,18.426,14.7368,14.3538,0.857,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 19:00:00,,13.75,,18.426,,14.7368,,14.3538,,0.857,,NA,,NA,,NA
ECO66G12,2013-04-26,19:30:00,2013-04-26 19:30:00,13.75,17.665,14.7413,14.3564,0.861,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 19:30:00,,13.75,,17.665,,14.7413,,14.3564,,0.861,,NA,,NA,,NA
ECO66G12,2013-04-26,20:00:00,2013-04-26 20:00:00,13.75,16.999,14.7392,14.3551,0.859,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 20:00:00,,13.75,,16.999,,14.7392,,14.3551,,0.859,,NA,,NA,,NA
ECO66G12,2013-04-26,20:30:00,2013-04-26 20:30:00,13.654,15.951,14.7113,14.3289,0.856,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 20:30:00,,13.654,,15.951,,14.7113,,14.3289,,0.856,,NA,,NA,,NA
ECO66G12,2013-04-26,21:00:00,2013-04-26 21:00:00,13.558,15.187,14.6812,14.2999,0.853,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 21:00:00,,13.558,,15.187,,14.6812,,14.2999,,0.853,,NA,,NA,,NA
ECO66G12,2013-04-26,21:30:00,2013-04-26 21:30:00,13.558,14.325,14.6994,14.3178,0.854,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 21:30:00,,13.558,,14.325,,14.6994,,14.3178,,0.854,,NA,,NA,,NA
ECO66G12,2013-04-26,22:00:00,2013-04-26 22:00:00,13.461,13.75,14.7174,14.3351,0.855,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 22:00:00,,13.461,,13.75,,14.7174,,14.3351,,0.855,,NA,,NA,,NA
ECO66G12,2013-04-26,22:30:00,2013-04-26 22:30:00,13.365,13.173,14.7241,14.341,0.857,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 22:30:00,,13.365,,13.173,,14.7241,,14.341,,0.857,,NA,,NA,,NA
ECO66G12,2013-04-26,23:00:00,2013-04-26 23:00:00,13.269,12.594,14.7421,14.3606,0.853,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 23:00:00,,13.269,,12.594,,14.7421,,14.3606,,0.853,,NA,,NA,,NA
ECO66G12,2013-04-26,23:30:00,2013-04-26 23:30:00,13.173,12.11,14.7416,14.3558,0.863,NA,NA,NA,,P,P,P,P,P,,,,4,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-26 23:30:00,,13.173,,12.11,,14.7416,,14.3558,,0.863,,NA,,NA,,NA
ECO66G12,2013-04-27,00:00:00,2013-04-27 00:00:00,13.173,11.819,14.7325,14.3452,0.867,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 00:00:00,,13.173,,11.819,,14.7325,,14.3452,,0.867,,NA,,NA,,NA
ECO66G12,2013-04-27,00:30:00,2013-04-27 00:30:00,13.076,11.722,14.739,14.3515,0.867,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 00:30:00,,13.076,,11.722,,14.739,,14.3515,,0.867,,NA,,NA,,NA
ECO66G12,2013-04-27,01:00:00,2013-04-27 01:00:00,12.98,11.819,14.7457,14.3587,0.866,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 01:00:00,,12.98,,11.819,,14.7457,,14.3587,,0.866,,NA,,NA,,NA
ECO66G12,2013-04-27,01:30:00,2013-04-27 01:30:00,12.98,11.819,14.7572,14.3656,0.877,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 01:30:00,,12.98,,11.819,,14.7572,,14.3656,,0.877,,NA,,NA,,NA
ECO66G12,2013-04-27,02:00:00,2013-04-27 02:00:00,12.883,11.819,14.7637,14.37,0.881,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 02:00:00,,12.883,,11.819,,14.7637,,14.37,,0.881,,NA,,NA,,NA
ECO66G12,2013-04-27,02:30:00,2013-04-27 02:30:00,12.787,11.819,14.7541,14.3519,0.901,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 02:30:00,,12.787,,11.819,,14.7541,,14.3519,,0.901,,NA,,NA,,NA
ECO66G12,2013-04-27,03:00:00,2013-04-27 03:00:00,12.787,11.722,14.7588,14.3447,0.928,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 03:00:00,,12.787,,11.722,,14.7588,,14.3447,,0.928,,NA,,NA,,NA
ECO66G12,2013-04-27,03:30:00,2013-04-27 03:30:00,12.69,11.819,14.7447,14.3271,0.936,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 03:30:00,,12.69,,11.819,,14.7447,,14.3271,,0.936,,NA,,NA,,NA
ECO66G12,2013-04-27,04:00:00,2013-04-27 04:00:00,12.69,11.722,14.7377,14.3175,0.943,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 04:00:00,,12.69,,11.722,,14.7377,,14.3175,,0.943,,NA,,NA,,NA
ECO66G12,2013-04-27,04:30:00,2013-04-27 04:30:00,12.594,11.625,14.7718,14.3374,0.975,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 04:30:00,,12.594,,11.625,,14.7718,,14.3374,,0.975,,NA,,NA,,NA
ECO66G12,2013-04-27,05:00:00,2013-04-27 05:00:00,12.594,11.625,14.7856,14.3351,1.012,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 05:00:00,,12.594,,11.625,,14.7856,,14.3351,,1.012,,NA,,NA,,NA
ECO66G12,2013-04-27,05:30:00,2013-04-27 05:30:00,12.497,11.528,14.7991,14.3392,1.034,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 05:30:00,,12.497,,11.528,,14.7991,,14.3392,,1.034,,NA,,NA,,NA
ECO66G12,2013-04-27,06:00:00,2013-04-27 06:00:00,12.497,11.431,14.7876,14.3204,1.051,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 06:00:00,,12.497,,11.431,,14.7876,,14.3204,,1.051,,NA,,NA,,NA
ECO66G12,2013-04-27,06:30:00,2013-04-27 06:30:00,12.401,11.236,14.7965,14.3194,1.074,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 06:30:00,,12.401,,11.236,,14.7965,,14.3194,,1.074,,NA,,NA,,NA
ECO66G12,2013-04-27,07:00:00,2013-04-27 07:00:00,12.401,11.334,14.7965,14.3154,1.083,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 07:00:00,,12.401,,11.334,,14.7965,,14.3154,,1.083,,NA,,NA,,NA
ECO66G12,2013-04-27,07:30:00,2013-04-27 07:30:00,12.401,11.431,14.8056,14.3228,1.087,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 07:30:00,,12.401,,11.431,,14.8056,,14.3228,,1.087,,NA,,NA,,NA
ECO66G12,2013-04-27,08:00:00,2013-04-27 08:00:00,12.304,11.528,14.8075,14.321,1.095,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 08:00:00,,12.304,,11.528,,14.8075,,14.321,,1.095,,NA,,NA,,NA
ECO66G12,2013-04-27,08:30:00,2013-04-27 08:30:00,12.304,11.625,14.803,14.3146,1.1,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 08:30:00,,12.304,,11.625,,14.803,,14.3146,,1.1,,NA,,NA,,NA
ECO66G12,2013-04-27,09:00:00,2013-04-27 09:00:00,12.304,11.722,14.7983,14.3107,1.098,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 09:00:00,,12.304,,11.722,,14.7983,,14.3107,,1.098,,NA,,NA,,NA
ECO66G12,2013-04-27,09:30:00,2013-04-27 09:30:00,12.304,11.819,14.7892,14.309,1.081,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 09:30:00,,12.304,,11.819,,14.7892,,14.309,,1.081,,NA,,NA,,NA
ECO66G12,2013-04-27,10:00:00,2013-04-27 10:00:00,12.304,11.722,14.7915,14.3129,1.077,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 10:00:00,,12.304,,11.722,,14.7915,,14.3129,,1.077,,NA,,NA,,NA
ECO66G12,2013-04-27,10:30:00,2013-04-27 10:30:00,12.304,11.528,14.796,14.3187,1.074,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 10:30:00,,12.304,,11.528,,14.796,,14.3187,,1.074,,NA,,NA,,NA
ECO66G12,2013-04-27,11:00:00,2013-04-27 11:00:00,12.304,11.334,14.7915,14.32,1.061,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 11:00:00,,12.304,,11.334,,14.7915,,14.32,,1.061,,NA,,NA,,NA
ECO66G12,2013-04-27,11:30:00,2013-04-27 11:30:00,12.304,11.528,14.8007,14.33,1.059,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 11:30:00,,12.304,,11.528,,14.8007,,14.33,,1.059,,NA,,NA,,NA
ECO66G12,2013-04-27,12:00:00,2013-04-27 12:00:00,12.304,11.528,14.8053,14.3368,1.054,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 12:00:00,,12.304,,11.528,,14.8053,,14.3368,,1.054,,NA,,NA,,NA
ECO66G12,2013-04-27,12:30:00,2013-04-27 12:30:00,12.207,11.625,14.8026,14.3328,1.057,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 12:30:00,,12.207,,11.625,,14.8026,,14.3328,,1.057,,NA,,NA,,NA
ECO66G12,2013-04-27,13:00:00,2013-04-27 13:00:00,12.304,11.722,14.7892,14.3197,1.056,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 13:00:00,,12.304,,11.722,,14.7892,,14.3197,,1.056,,NA,,NA,,NA
ECO66G12,2013-04-27,13:30:00,2013-04-27 13:30:00,12.304,11.819,14.7778,14.3112,1.05,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 13:30:00,,12.304,,11.819,,14.7778,,14.3112,,1.05,,NA,,NA,,NA
ECO66G12,2013-04-27,14:00:00,2013-04-27 14:00:00,12.304,11.819,14.7915,14.3271,1.045,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 14:00:00,,12.304,,11.819,,14.7915,,14.3271,,1.045,,NA,,NA,,NA
ECO66G12,2013-04-27,14:30:00,2013-04-27 14:30:00,12.304,11.722,14.7801,14.3175,1.04,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 14:30:00,,12.304,,11.722,,14.7801,,14.3175,,1.04,,NA,,NA,,NA
ECO66G12,2013-04-27,15:00:00,2013-04-27 15:00:00,12.304,11.916,14.7686,14.3004,1.053,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 15:00:00,,12.304,,11.916,,14.7686,,14.3004,,1.053,,NA,,NA,,NA
ECO66G12,2013-04-27,15:30:00,2013-04-27 15:30:00,12.401,12.304,14.7619,14.2956,1.049,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 15:30:00,,12.401,,12.304,,14.7619,,14.2956,,1.049,,NA,,NA,,NA
ECO66G12,2013-04-27,16:00:00,2013-04-27 16:00:00,12.497,12.69,14.7509,14.2887,1.04,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 16:00:00,,12.497,,12.69,,14.7509,,14.2887,,1.04,,NA,,NA,,NA
ECO66G12,2013-04-27,16:30:00,2013-04-27 16:30:00,12.497,12.594,14.744,14.2836,1.035,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 16:30:00,,12.497,,12.594,,14.744,,14.2836,,1.035,,NA,,NA,,NA
ECO66G12,2013-04-27,17:00:00,2013-04-27 17:00:00,12.497,12.497,14.7395,14.2785,1.037,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 17:00:00,,12.497,,12.497,,14.7395,,14.2785,,1.037,,NA,,NA,,NA
ECO66G12,2013-04-27,17:30:00,2013-04-27 17:30:00,12.497,12.594,14.7395,14.2768,1.041,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 17:30:00,,12.497,,12.594,,14.7395,,14.2768,,1.041,,NA,,NA,,NA
ECO66G12,2013-04-27,18:00:00,2013-04-27 18:00:00,12.594,12.787,14.7237,14.2665,1.028,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 18:00:00,,12.594,,12.787,,14.7237,,14.2665,,1.028,,NA,,NA,,NA
ECO66G12,2013-04-27,18:30:00,2013-04-27 18:30:00,12.594,13.365,14.7145,14.2582,1.026,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 18:30:00,,12.594,,13.365,,14.7145,,14.2582,,1.026,,NA,,NA,,NA
ECO66G12,2013-04-27,19:00:00,2013-04-27 19:00:00,12.594,13.173,14.7192,14.2572,1.039,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 19:00:00,,12.594,,13.173,,14.7192,,14.2572,,1.039,,NA,,NA,,NA
ECO66G12,2013-04-27,19:30:00,2013-04-27 19:30:00,12.594,12.98,14.7099,14.254,1.025,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 19:30:00,,12.594,,12.98,,14.7099,,14.254,,1.025,,NA,,NA,,NA
ECO66G12,2013-04-27,20:00:00,2013-04-27 20:00:00,12.594,12.98,14.7099,14.2517,1.03,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 20:00:00,,12.594,,12.98,,14.7099,,14.2517,,1.03,,NA,,NA,,NA
ECO66G12,2013-04-27,20:30:00,2013-04-27 20:30:00,12.594,12.883,14.7077,14.2489,1.032,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 20:30:00,,12.594,,12.883,,14.7077,,14.2489,,1.032,,NA,,NA,,NA
ECO66G12,2013-04-27,21:00:00,2013-04-27 21:00:00,12.594,12.69,14.6984,14.2411,1.028,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 21:00:00,,12.594,,12.69,,14.6984,,14.2411,,1.028,,NA,,NA,,NA
ECO66G12,2013-04-27,21:30:00,2013-04-27 21:30:00,12.594,12.594,14.6939,14.236,1.03,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 21:30:00,,12.594,,12.594,,14.6939,,14.236,,1.03,,NA,,NA,,NA
ECO66G12,2013-04-27,22:00:00,2013-04-27 22:00:00,12.594,12.594,14.6825,14.2292,1.019,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 22:00:00,,12.594,,12.594,,14.6825,,14.2292,,1.019,,NA,,NA,,NA
ECO66G12,2013-04-27,22:30:00,2013-04-27 22:30:00,12.594,12.594,14.7007,14.245,1.025,NA,NA,NA,,P,P,P,P,P,,,,4,27,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-04-27 22:30:00,,12.594,,12.594,,14.7007,,14.245,,1.025,,NA,,NA,,NA
