SiteID,Date,Time,Date.Time,Water.Temp.C,Air.Temp.C,Water.BP.psi,Air.BP.psi,Water.Level.ft,Discrete.Water.Temp.C,Discrete.Air.Temp.C,Discrete.Water.Level.ft,Flag.Date.Time,Flag.Water.Temp.C,Flag.Air.Temp.C,Flag.Water.BP.psi,Flag.Air.BP.psi,Flag.Water.Level.ft,Flag.Discrete.Water.Temp.C,Flag.Discrete.Air.Temp.C,Flag.Discrete.Water.Level.ft,Month,Day,Year,Flag.Gross.Water.Temp.C,Flag.Spike.Water.Temp.C,Flag.RoC.Water.Temp.C,Flag.Flat.Water.Temp.C,Flag.Gross.Air.Temp.C,Flag.Spike.Air.Temp.C,Flag.RoC.Air.Temp.C,Flag.Flat.Air.Temp.C,Flag.Gross.Water.BP.psi,Flag.Spike.Water.BP.psi,Flag.RoC.Water.BP.psi,Flag.Flat.Water.BP.psi,Flag.Gross.Air.BP.psi,Flag.Spike.Air.BP.psi,Flag.RoC.Air.BP.psi,Flag.Flat.Air.BP.psi,Flag.Gross.Water.Level.ft,Flag.Spike.Water.Level.ft,Flag.RoC.Water.Level.ft,Flag.Flat.Water.Level.ft,Comment.MOD.Date.Time,RAW.Date.Time,Comment.MOD.Water.Temp.C,RAW.Water.Temp.C,Comment.MOD.Air.Temp.C,RAW.Air.Temp.C,Comment.MOD.Water.BP.psi,RAW.Water.BP.psi,Comment.MOD.Air.BP.psi,RAW.Air.BP.psi,Comment.MOD.Water.Level.ft,RAW.Water.Level.ft,Comment.MOD.Discrete.Water.Temp.C,RAW.Discrete.Water.Temp.C,Comment.MOD.Discrete.Air.Temp.C,RAW.Discrete.Air.Temp.C,Comment.MOD.Discrete.Water.Level.ft,RAW.Discrete.Water.Level.ft
ECO66G12,2013-05-24,14:00:00,2013-05-24 14:00:00,16.999,17.665,14.5743,14.2952,0.617,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 14:00:00,,16.999,,17.665,,14.5743,,14.2952,,0.617,,NA,,NA,,NA
ECO66G12,2013-05-24,14:30:00,2013-05-24 14:30:00,17.189,18.045,14.5795,14.2972,0.625,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 14:30:00,,17.189,,18.045,,14.5795,,14.2972,,0.625,,NA,,NA,,NA
ECO66G12,2013-05-24,15:00:00,2013-05-24 15:00:00,17.475,18.331,14.576,14.292,0.629,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 15:00:00,,17.475,,18.331,,14.576,,14.292,,0.629,,NA,,NA,,NA
ECO66G12,2013-05-24,15:30:00,2013-05-24 15:30:00,17.665,18.711,14.579,14.2987,0.62,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 15:30:00,,17.665,,18.711,,14.579,,14.2987,,0.62,,NA,,NA,,NA
ECO66G12,2013-05-24,16:00:00,2013-05-24 16:00:00,17.76,18.711,14.577,14.2987,0.616,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 16:00:00,,17.76,,18.711,,14.577,,14.2987,,0.616,,NA,,NA,,NA
ECO66G12,2013-05-24,16:30:00,2013-05-24 16:30:00,17.76,18.711,14.5747,14.2964,0.616,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 16:30:00,,17.76,,18.711,,14.5747,,14.2964,,0.616,,NA,,NA,,NA
ECO66G12,2013-05-24,17:00:00,2013-05-24 17:00:00,17.76,18.996,14.5702,14.2911,0.617,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 17:00:00,,17.76,,18.996,,14.5702,,14.2911,,0.617,,NA,,NA,,NA
ECO66G12,2013-05-24,17:30:00,2013-05-24 17:30:00,17.665,18.996,14.5721,14.2958,0.611,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 17:30:00,,17.665,,18.996,,14.5721,,14.2958,,0.611,,NA,,NA,,NA
ECO66G12,2013-05-24,18:00:00,2013-05-24 18:00:00,17.57,18.996,14.5695,14.2935,0.61,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 18:00:00,,17.57,,18.996,,14.5695,,14.2935,,0.61,,NA,,NA,,NA
ECO66G12,2013-05-24,18:30:00,2013-05-24 18:30:00,17.475,18.806,14.5669,14.2901,0.612,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 18:30:00,,17.475,,18.806,,14.5669,,14.2901,,0.612,,NA,,NA,,NA
ECO66G12,2013-05-24,19:00:00,2013-05-24 19:00:00,17.379,18.426,14.5641,14.2858,0.616,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 19:00:00,,17.379,,18.426,,14.5641,,14.2858,,0.616,,NA,,NA,,NA
ECO66G12,2013-05-24,19:30:00,2013-05-24 19:30:00,17.284,17.665,14.5661,14.2907,0.609,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 19:30:00,,17.284,,17.665,,14.5661,,14.2907,,0.609,,NA,,NA,,NA
ECO66G12,2013-05-24,20:00:00,2013-05-24 20:00:00,17.189,16.713,14.5634,14.29,0.604,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 20:00:00,,17.189,,16.713,,14.5634,,14.29,,0.604,,NA,,NA,,NA
ECO66G12,2013-05-24,20:30:00,2013-05-24 20:30:00,16.999,15.664,14.5673,14.2933,0.605,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 20:30:00,,16.999,,15.664,,14.5673,,14.2933,,0.605,,NA,,NA,,NA
ECO66G12,2013-05-24,21:00:00,2013-05-24 21:00:00,16.808,14.613,14.5735,14.2945,0.617,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 21:00:00,,16.808,,14.613,,14.5735,,14.2945,,0.617,,NA,,NA,,NA
ECO66G12,2013-05-24,21:30:00,2013-05-24 21:30:00,16.618,13.654,14.5705,14.2938,0.612,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 21:30:00,,16.618,,13.654,,14.5705,,14.2938,,0.612,,NA,,NA,,NA
ECO66G12,2013-05-24,22:00:00,2013-05-24 22:00:00,16.427,12.787,14.5744,14.2983,0.61,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 22:00:00,,16.427,,12.787,,14.5744,,14.2983,,0.61,,NA,,NA,,NA
ECO66G12,2013-05-24,22:30:00,2013-05-24 22:30:00,16.141,12.207,14.5802,14.3042,0.61,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 22:30:00,,16.141,,12.207,,14.5802,,14.3042,,0.61,,NA,,NA,,NA
ECO66G12,2013-05-24,23:00:00,2013-05-24 23:00:00,15.951,11.625,14.5795,14.3033,0.61,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 23:00:00,,15.951,,11.625,,14.5795,,14.3033,,0.61,,NA,,NA,,NA
ECO66G12,2013-05-24,23:30:00,2013-05-24 23:30:00,15.76,11.041,14.5743,14.3003,0.605,NA,NA,NA,,P,P,P,P,P,,,,5,24,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-24 23:30:00,,15.76,,11.041,,14.5743,,14.3003,,0.605,,NA,,NA,,NA
ECO66G12,2013-05-25,00:00:00,2013-05-25 00:00:00,15.569,10.455,14.5873,14.3107,0.611,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 00:00:00,,15.569,,10.455,,14.5873,,14.3107,,0.611,,NA,,NA,,NA
ECO66G12,2013-05-25,00:30:00,2013-05-25 00:30:00,15.378,9.866,14.5912,14.3145,0.612,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 00:30:00,,15.378,,9.866,,14.5912,,14.3145,,0.612,,NA,,NA,,NA
ECO66G12,2013-05-25,01:00:00,2013-05-25 01:00:00,15.187,9.373,14.586,14.3141,0.601,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 01:00:00,,15.187,,9.373,,14.586,,14.3141,,0.601,,NA,,NA,,NA
ECO66G12,2013-05-25,01:30:00,2013-05-25 01:30:00,14.996,8.978,14.5921,14.321,0.599,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 01:30:00,,14.996,,8.978,,14.5921,,14.321,,0.599,,NA,,NA,,NA
ECO66G12,2013-05-25,02:00:00,2013-05-25 02:00:00,14.804,8.68,14.5915,14.3196,0.601,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 02:00:00,,14.804,,8.68,,14.5915,,14.3196,,0.601,,NA,,NA,,NA
ECO66G12,2013-05-25,02:30:00,2013-05-25 02:30:00,14.613,8.382,14.5978,14.3203,0.613,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 02:30:00,,14.613,,8.382,,14.5978,,14.3203,,0.613,,NA,,NA,,NA
ECO66G12,2013-05-25,03:00:00,2013-05-25 03:00:00,14.517,8.082,14.595,14.3187,0.611,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 03:00:00,,14.517,,8.082,,14.595,,14.3187,,0.611,,NA,,NA,,NA
ECO66G12,2013-05-25,03:30:00,2013-05-25 03:30:00,14.325,7.882,14.5944,14.3199,0.607,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 03:30:00,,14.325,,7.882,,14.5944,,14.3199,,0.607,,NA,,NA,,NA
ECO66G12,2013-05-25,04:00:00,2013-05-25 04:00:00,14.134,7.582,14.5914,14.3206,0.598,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 04:00:00,,14.134,,7.582,,14.5914,,14.3206,,0.598,,NA,,NA,,NA
ECO66G12,2013-05-25,04:30:00,2013-05-25 04:30:00,13.942,7.381,14.5885,14.3173,0.599,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 04:30:00,,13.942,,7.381,,14.5885,,14.3173,,0.599,,NA,,NA,,NA
ECO66G12,2013-05-25,05:00:00,2013-05-25 05:00:00,13.846,7.179,14.5905,14.3186,0.6,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 05:00:00,,13.846,,7.179,,14.5905,,14.3186,,0.6,,NA,,NA,,NA
ECO66G12,2013-05-25,05:30:00,2013-05-25 05:30:00,13.654,7.179,14.5989,14.3252,0.604,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 05:30:00,,13.654,,7.179,,14.5989,,14.3252,,0.604,,NA,,NA,,NA
ECO66G12,2013-05-25,06:00:00,2013-05-25 06:00:00,13.461,6.877,14.6005,14.3283,0.601,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 06:00:00,,13.461,,6.877,,14.6005,,14.3283,,0.601,,NA,,NA,,NA
ECO66G12,2013-05-25,06:30:00,2013-05-25 06:30:00,13.365,6.775,14.6002,14.3277,0.602,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 06:30:00,,13.365,,6.775,,14.6002,,14.3277,,0.602,,NA,,NA,,NA
ECO66G12,2013-05-25,07:00:00,2013-05-25 07:00:00,13.269,6.674,14.6114,14.3339,0.613,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 07:00:00,,13.269,,6.674,,14.6114,,14.3339,,0.613,,NA,,NA,,NA
ECO66G12,2013-05-25,07:30:00,2013-05-25 07:30:00,13.076,6.674,14.6107,14.3386,0.601,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 07:30:00,,13.076,,6.674,,14.6107,,14.3386,,0.601,,NA,,NA,,NA
ECO66G12,2013-05-25,08:00:00,2013-05-25 08:00:00,12.98,6.877,14.6104,14.3373,0.603,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 08:00:00,,12.98,,6.877,,14.6104,,14.3373,,0.603,,NA,,NA,,NA
ECO66G12,2013-05-25,08:30:00,2013-05-25 08:30:00,12.883,7.582,14.6169,14.3409,0.61,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 08:30:00,,12.883,,7.582,,14.6169,,14.3409,,0.61,,NA,,NA,,NA
ECO66G12,2013-05-25,09:00:00,2013-05-25 09:00:00,12.883,8.481,14.6124,14.3389,0.604,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 09:00:00,,12.883,,8.481,,14.6124,,14.3389,,0.604,,NA,,NA,,NA
ECO66G12,2013-05-25,09:30:00,2013-05-25 09:30:00,12.98,9.768,14.6081,14.3365,0.599,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 09:30:00,,12.98,,9.768,,14.6081,,14.3365,,0.599,,NA,,NA,,NA
ECO66G12,2013-05-25,10:00:00,2013-05-25 10:00:00,13.076,11.139,14.6153,14.3416,0.604,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 10:00:00,,13.076,,11.139,,14.6153,,14.3416,,0.604,,NA,,NA,,NA
ECO66G12,2013-05-25,10:30:00,2013-05-25 10:30:00,13.173,12.787,14.6111,14.339,0.601,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 10:30:00,,13.173,,12.787,,14.6111,,14.339,,0.601,,NA,,NA,,NA
ECO66G12,2013-05-25,11:00:00,2013-05-25 11:00:00,13.461,14.23,14.6143,14.3377,0.611,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 11:00:00,,13.461,,14.23,,14.6143,,14.3377,,0.611,,NA,,NA,,NA
ECO66G12,2013-05-25,11:30:00,2013-05-25 11:30:00,13.75,15.569,14.6176,14.345,0.602,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 11:30:00,,13.75,,15.569,,14.6176,,14.345,,0.602,,NA,,NA,,NA
ECO66G12,2013-05-25,12:00:00,2013-05-25 12:00:00,14.134,16.903,14.6143,14.3409,0.604,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 12:00:00,,14.134,,16.903,,14.6143,,14.3409,,0.604,,NA,,NA,,NA
ECO66G12,2013-05-25,12:30:00,2013-05-25 12:30:00,14.613,18.331,14.6069,14.3352,0.6,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 12:30:00,,14.613,,18.331,,14.6069,,14.3352,,0.6,,NA,,NA,,NA
ECO66G12,2013-05-25,13:00:00,2013-05-25 13:00:00,14.9,19.377,14.6009,14.3296,0.599,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 13:00:00,,14.9,,19.377,,14.6009,,14.3296,,0.599,,NA,,NA,,NA
ECO66G12,2013-05-25,13:30:00,2013-05-25 13:30:00,15.282,20.329,14.5978,14.3236,0.606,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 13:30:00,,15.282,,20.329,,14.5978,,14.3236,,0.606,,NA,,NA,,NA
ECO66G12,2013-05-25,14:00:00,2013-05-25 14:00:00,15.664,20.996,14.5969,14.3204,0.611,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 14:00:00,,15.664,,20.996,,14.5969,,14.3204,,0.611,,NA,,NA,,NA
ECO66G12,2013-05-25,14:30:00,2013-05-25 14:30:00,16.046,21.569,14.5914,14.317,0.606,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 14:30:00,,16.046,,21.569,,14.5914,,14.317,,0.606,,NA,,NA,,NA
ECO66G12,2013-05-25,15:00:00,2013-05-25 15:00:00,16.332,21.855,14.5878,14.3139,0.605,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 15:00:00,,16.332,,21.855,,14.5878,,14.3139,,0.605,,NA,,NA,,NA
ECO66G12,2013-05-25,15:30:00,2013-05-25 15:30:00,16.618,22.238,14.5866,14.3139,0.602,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 15:30:00,,16.618,,22.238,,14.5866,,14.3139,,0.602,,NA,,NA,,NA
ECO66G12,2013-05-25,16:00:00,2013-05-25 16:00:00,16.808,22.238,14.5873,14.3116,0.609,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 16:00:00,,16.808,,22.238,,14.5873,,14.3116,,0.609,,NA,,NA,,NA
ECO66G12,2013-05-25,16:30:00,2013-05-25 16:30:00,16.903,22.046,14.5876,14.3151,0.602,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 16:30:00,,16.903,,22.046,,14.5876,,14.3151,,0.602,,NA,,NA,,NA
ECO66G12,2013-05-25,17:00:00,2013-05-25 17:00:00,16.903,21.951,14.5808,14.3077,0.603,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 17:00:00,,16.903,,21.951,,14.5808,,14.3077,,0.603,,NA,,NA,,NA
ECO66G12,2013-05-25,17:30:00,2013-05-25 17:30:00,16.808,21.569,14.5735,14.3033,0.597,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 17:30:00,,16.808,,21.569,,14.5735,,14.3033,,0.597,,NA,,NA,,NA
ECO66G12,2013-05-25,18:00:00,2013-05-25 18:00:00,16.808,20.996,14.5712,14.3,0.599,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 18:00:00,,16.808,,20.996,,14.5712,,14.3,,0.599,,NA,,NA,,NA
ECO66G12,2013-05-25,18:30:00,2013-05-25 18:30:00,16.713,20.71,14.5709,14.2939,0.612,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 18:30:00,,16.713,,20.71,,14.5709,,14.2939,,0.612,,NA,,NA,,NA
ECO66G12,2013-05-25,19:00:00,2013-05-25 19:00:00,16.618,19.948,14.566,14.2987,0.59,NA,NA,NA,,P,P,P,P,S,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,,2013-05-25 19:00:00,,16.618,,19.948,,14.566,,14.2987,,0.59,,NA,,NA,,NA
ECO66G12,2013-05-25,19:30:00,2013-05-25 19:30:00,16.523,18.996,14.5725,14.2958,0.612,NA,NA,NA,,P,P,P,P,S,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,,2013-05-25 19:30:00,,16.523,,18.996,,14.5725,,14.2958,,0.612,,NA,,NA,,NA
ECO66G12,2013-05-25,20:00:00,2013-05-25 20:00:00,16.523,18.14,14.5702,14.2933,0.612,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 20:00:00,,16.523,,18.14,,14.5702,,14.2933,,0.612,,NA,,NA,,NA
ECO66G12,2013-05-25,20:30:00,2013-05-25 20:30:00,16.427,17.284,14.5653,14.2954,0.596,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 20:30:00,,16.427,,17.284,,14.5653,,14.2954,,0.596,,NA,,NA,,NA
ECO66G12,2013-05-25,21:00:00,2013-05-25 21:00:00,16.237,16.237,14.5645,14.2919,0.602,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 21:00:00,,16.237,,16.237,,14.5645,,14.2919,,0.602,,NA,,NA,,NA
ECO66G12,2013-05-25,21:30:00,2013-05-25 21:30:00,16.046,15.282,14.5593,14.289,0.597,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 21:30:00,,16.046,,15.282,,14.5593,,14.289,,0.597,,NA,,NA,,NA
ECO66G12,2013-05-25,22:00:00,2013-05-25 22:00:00,15.855,14.517,14.554,14.2826,0.599,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 22:00:00,,15.855,,14.517,,14.554,,14.2826,,0.599,,NA,,NA,,NA
ECO66G12,2013-05-25,22:30:00,2013-05-25 22:30:00,15.76,13.75,14.5513,14.2785,0.603,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 22:30:00,,15.76,,13.75,,14.5513,,14.2785,,0.603,,NA,,NA,,NA
ECO66G12,2013-05-25,23:00:00,2013-05-25 23:00:00,15.569,12.883,14.5529,14.2806,0.602,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 23:00:00,,15.569,,12.883,,14.5529,,14.2806,,0.602,,NA,,NA,,NA
ECO66G12,2013-05-25,23:30:00,2013-05-25 23:30:00,15.378,12.304,14.5637,14.2933,0.597,NA,NA,NA,,P,P,P,P,P,,,,5,25,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-25 23:30:00,,15.378,,12.304,,14.5637,,14.2933,,0.597,,NA,,NA,,NA
ECO66G12,2013-05-26,00:00:00,2013-05-26 00:00:00,15.282,11.916,14.5587,14.2891,0.595,NA,NA,NA,,P,P,P,P,P,,,,5,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-26 00:00:00,,15.282,,11.916,,14.5587,,14.2891,,0.595,,NA,,NA,,NA
ECO66G12,2013-05-26,00:30:00,2013-05-26 00:30:00,15.091,11.431,14.5627,14.291,0.6,NA,NA,NA,,P,P,P,P,P,,,,5,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-26 00:30:00,,15.091,,11.431,,14.5627,,14.291,,0.6,,NA,,NA,,NA
ECO66G12,2013-05-26,01:00:00,2013-05-26 01:00:00,14.996,11.139,14.5624,14.2894,0.603,NA,NA,NA,,P,P,P,P,P,,,,5,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-26 01:00:00,,14.996,,11.139,,14.5624,,14.2894,,0.603,,NA,,NA,,NA
ECO66G12,2013-05-26,01:30:00,2013-05-26 01:30:00,14.804,10.846,14.5616,14.2901,0.6,NA,NA,NA,,P,P,P,P,P,,,,5,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-26 01:30:00,,14.804,,10.846,,14.5616,,14.2901,,0.6,,NA,,NA,,NA
ECO66G12,2013-05-26,02:00:00,2013-05-26 02:00:00,14.613,10.553,14.5564,14.284,0.602,NA,NA,NA,,P,P,P,P,P,,,,5,26,2013,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2013-05-26 02:00:00,,14.613,,10.553,,14.5564,,14.284,,0.602,,NA,,NA,,NA
